Year,Month,Longitude,Latitude,SST_Celsius,Population,SharkDensity
2020.0,11.0,152.91801514286178,-31.428344000000003,20.7,447692,0.0188679245283018
2020.0,8.0,-81.288363,29.882931,23.8,279668,0.0
2020.0,7.0,153.29139863542434,-29.8199535,17.5,447692,0.0377358490566037
2020.0,6.0,-75.4729347,35.54018,21.8,5206593,0.0377358490566037
2020.0,4.0,151.4474949465191,-33.43083205,22.1,447692,0.0
2020.0,1.0,150.88246121438996,-34.517329450000005,23.0,447692,0.0
2019.0,5.0,-74.352182,41.153457,19.8,5206593,0.0
2018.0,9.0,-76.949061,18.4069363,25.1,589083,0.0
2018.0,8.0,-87.842652,42.492155,13.0,5206593,0.0
2018.0,6.0,-81.3994118,31.163622,21.8,279668,0.0
2018.0,5.0,145.77365282675595,-16.9186011,24.9,366862,0.0
2018.0,4.0,28.052656464467027,43.30379575,13.1,1821380,0.0
2018.0,3.0,-80.6571157,27.9963768,16.3,279668,0.0377358490566037
2018.0,1.0,-143.568626,-16.6205914,25.4,136005,0.0
2017.0,11.0,-158.21607146723647,21.4665875,20.7,30661,0.2075471698113207
2017.0,7.0,-77.67576,43.310804,12.5,1363159,0.0
2017.0,4.0,-151.9311111,59.3547222,7.3,18406,0.0
2017.0,4.0,-80.5603303,28.0683496,17.8,279668,0.0377358490566037
2017.0,4.0,-81.0228331,29.2108147,17.8,279668,0.0377358490566037
2016.0,9.0,-81.3800824,30.2274645,23.3,279668,0.0
2016.0,7.0,-118.396769,33.792396,17.3,21580827,0.0
2016.0,5.0,18.54456,-33.835056,15.8,4430367,0.0
2016.0,3.0,-48.598626,-27.022919,24.4,3222199,0.0
2016.0,1.0,-159.5091667,22.21,16.9,30661,0.0
2015.0,10.0,102.337624,2.322985,31.4,7563912,0.0
2015.0,8.0,-120.86503268374642,35.39266105,17.5,21580827,0.0
2015.0,8.0,-120.849901,35.3658075,17.5,21580827,0.0
2015.0,8.0,-119.985823,34.7136533,17.5,21580827,0.0
2015.0,5.0,18.8573,10.1183,23.0,1322679,0.0
2014.0,8.0,113.4084344,-24.4774865,18.8,10516927,0.0
2014.0,7.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2014.0,5.0,-80.8469427,31.9987321,19.8,5206593,0.0
2013.0,11.0,-156.45654,20.741705,20.7,0,0.0
2013.0,10.0,113.8876247,-22.0960185,21.4,10516927,0.0377358490566037
2013.0,10.0,-156.4956999,20.9208377,22.7,0,0.0
2013.0,4.0,153.1880565,-30.1694411,23.0,447692,0.1698113207547169
2012.0,11.0,-157.8264334,21.2725844,20.7,30661,0.2075471698113207
2012.0,8.0,-146.88331354609022,-15.66136275,18.2,136005,0.0
2012.0,7.0,136.46139206584118,-35.1547688,16.0,447692,0.0
2012.0,6.0,-72.220631,21.784315,22.4,5447,0.0
2012.0,6.0,-78.8900409,33.6956461,21.8,5206593,0.0
2012.0,4.0,-106.729664,34.80613,17.8,21580827,0.0
2012.0,1.0,113.770165,-23.1436752,26.6,10516927,0.0754716981132075
2011.0,11.0,-54.05608221169366,49.71052315,14.0,5723,0.0
2011.0,9.0,-120.635061,35.130328,17.0,21580827,0.0188679245283018
2011.0,8.0,-75.52331203881798,35.2581815,23.8,5206593,0.0377358490566037
2011.0,8.0,-78.3038892,33.9135061,23.8,5206593,0.0
2011.0,7.0,9.737825273412698,52.37745845,14.5,3552123,0.0
2010.0,10.0,-67.011201,44.914052,11.0,1363159,0.0188679245283018
2010.0,10.0,-76.96749196517237,26.5288141,21.8,279668,0.0
2010.0,7.0,-80.0964326,26.192028,23.3,279668,0.0188679245283018
2010.0,1.0,-78.65225189487064,33.853809850000005,16.3,5206593,0.0
2010.0,1.0,109.232667,13.770409,22.3,1952329,0.0
2010.0,1.0,9.200036,50.200404,7.5,119752,0.0
2022.0,10.0,-124.227898,43.377451,13.1,21580827,0.0
2022.0,9.0,-77.17178880647343,24.03980025,23.3,279668,0.0
2022.0,6.0,-81.57019735010883,24.7552924,21.8,2136468,0.0
2022.0,1.0,151.2942716,-33.690306,23.3,447692,0.0
2021.0,12.0,-87.70787,18.7165847,19.3,22964,0.0
2021.0,10.0,-80.2129211,46.0550003,11.0,1363159,0.0
2021.0,7.0,-80.9369983,29.0963729,23.3,279668,0.0377358490566037
2020.0,10.0,-53.96063,47.7235,16.6,5723,0.0
2020.0,9.0,-82.780389,27.920859,23.3,2136468,0.0566037735849056
2020.0,9.0,-80.25567726584178,27.22089615,23.3,279668,0.0
2020.0,8.0,-80.81711,35.19534,23.8,5206593,0.0
2020.0,7.0,118.793617,9.8798611,30.5,13482468,0.0
2020.0,5.0,-121.8519513,36.9237571,12.9,21580827,0.7169811320754716
2019.0,12.0,27.888413,-32.995213,20.1,201851,0.0188679245283018
2019.0,7.0,-81.3931396,30.2946859,23.3,279668,0.0
2019.0,6.0,-76.69236137025939,34.6987266,21.8,5206593,0.0
2018.0,12.0,173.9110995,-35.0339202,21.5,411346,0.0
2018.0,8.0,-118.0000166,33.6783336,17.8,21580827,0.0377358490566037
2018.0,5.0,-79.7880359,32.7867697,19.8,5206593,0.0
2018.0,4.0,-156.494229,20.885745,18.7,0,0.0
2017.0,5.0,-118.0706056,33.7179231,13.8,21580827,0.0377358490566037
2017.0,4.0,-81.0557921,29.2854132,17.8,279668,0.0188679245283018
2017.0,2.0,-92.35838,34.659278,15.8,5206593,0.0
2017.0,2.0,-32.420733,-3.846635,31.8,4469585,0.0
2017.0,1.0,6.865651,52.483372,7.5,1131690,0.0
2016.0,12.0,-75.155649,39.953265,17.8,5206593,0.0
2016.0,11.0,-156.44740074805583,20.72133105,20.7,0,0.0
2016.0,7.0,-118.0823511,33.7277995,17.3,21580827,0.0377358490566037
2016.0,7.0,145.66854498757334,-16.747201,21.4,366862,0.0188679245283018
2016.0,6.0,-159.35172239903682,21.96022935,22.4,30661,0.0
2016.0,6.0,-94.9369341717906,29.20555215,21.8,21580827,0.0754716981132075
2016.0,4.0,-143.568626,-16.6205914,23.9,136005,0.0
2015.0,11.0,-80.0361517,26.7056172,19.8,279668,0.1320754716981132
2015.0,10.0,-94.442234,49.6091309,11.0,1363159,0.0
2015.0,10.0,28.442726,-26.092945,18.2,68010,0.0
2015.0,9.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2015.0,8.0,-0.157783476809866,38.5321187,18.0,2693542,0.0
2015.0,2.0,-61.5369196,16.2554873,18.2,58397,0.0
2014.0,6.0,138.101306,-35.606205,17.2,447692,0.0
2013.0,10.0,-1.775971,51.341783,13.0,9046485,0.0
2013.0,10.0,-86.4957834,30.3935337,21.8,2136468,0.0
2013.0,9.0,-80.07059498915211,26.92914025,23.3,279668,0.2452830188679245
2013.0,6.0,-80.6926069,32.3790843,21.8,5206593,0.0
2013.0,2.0,-88.025,15.50417,18.2,1363041,0.0
2012.0,11.0,-156.4410367355069,20.6539101,20.7,0,0.0
2012.0,10.0,-80.6041264,28.4010469,21.8,279668,0.0377358490566037
2012.0,6.0,-78.8900409,33.6956461,21.8,5206593,0.0
2012.0,2.0,153.1280207808735,-26.755654,25.9,447692,0.0566037735849056
2011.0,12.0,153.5844444,-28.715,23.3,447692,0.0
2011.0,6.0,-106.647296,35.0834079,21.8,21580827,0.0
2011.0,4.0,-97.2780467,30.0738294,17.8,21580827,0.0
2011.0,3.0,152.739994,-31.53345,23.9,447692,0.0
2011.0,2.0,153.1117838,-26.4051292,26.2,447692,0.0
2010.0,9.0,-124.17378858948894,43.67760655,14.3,21580827,0.0
2010.0,8.0,146.7718075,-19.2095464,20.3,366862,0.0754716981132075
2010.0,7.0,-81.3931396,30.2946859,23.3,279668,0.0
2010.0,6.0,-77.53021869456106,34.443730900000006,21.8,5206593,0.0377358490566037
2010.0,5.0,152.9754159,-31.314908,20.7,447692,0.0188679245283018
2010.0,5.0,-80.9271271,29.0258132,19.8,279668,0.0377358490566037
2022.0,8.0,-121.9066666082507,36.6233941,16.9,21580827,0.0
2022.0,7.0,-78.14653247050776,33.9134789,23.3,5206593,0.0
2022.0,6.0,-78.8900409,33.6956461,21.8,5206593,0.0
2022.0,1.0,117.94304635054442,-35.0913009,23.0,447692,0.0188679245283018
2021.0,7.0,115.5782296,-20.652273,20.2,281135,0.0
2021.0,7.0,32.566841,0.332561,31.5,2986352,0.0
2021.0,4.0,166.40190174956027,-22.2649896,25.4,197787,0.0
2020.0,12.0,-117.1766947,32.6915199,12.1,21580827,0.0188679245283018
2019.0,10.0,-80.9271271,29.0258132,21.8,279668,0.0377358490566037
2019.0,5.0,152.105413,-24.727112,22.5,447692,0.0
2019.0,2.0,-32.43898607414894,-3.84975155,31.8,4469585,0.0
2018.0,11.0,-80.0539253,26.8815475,19.8,279668,0.2452830188679245
2018.0,8.0,-77.2673598,26.6780828,23.8,279668,0.0
2018.0,8.0,34.893817,25.069992,23.0,20076002,0.0
2018.0,5.0,0.901645,52.218064,11.0,9046485,0.0
2018.0,2.0,-95.538815,29.525609,15.8,21580827,0.0
2017.0,9.0,-81.40284284733937,30.37095535,23.3,279668,0.0
2017.0,7.0,-80.7512616,32.1618488,23.3,5206593,0.0
2017.0,4.0,-80.9271271,29.0258132,17.8,279668,0.0377358490566037
2016.0,10.0,-109.058803,44.572828,12.5,1363159,0.0
2016.0,9.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2016.0,9.0,144.4525983,-38.283703,15.1,447692,0.0
2016.0,4.0,-80.037993,26.6915,17.8,279668,0.1320754716981132
2016.0,3.0,74.337993,32.7674322,14.6,1061412,0.0
2015.0,10.0,-80.0996306,26.318342,21.8,279668,0.1320754716981132
2015.0,10.0,-157.8285713,21.2793568,22.7,30661,0.2075471698113207
2015.0,9.0,-81.2928499,29.9188576,23.3,279668,0.0
2015.0,8.0,123.9450935,10.3323968,31.0,13482468,0.0
2015.0,6.0,-81.3931396,30.2946859,21.8,279668,0.0
2015.0,6.0,9.737825273412698,52.37745845,13.0,3552123,0.0
2015.0,5.0,-79.83133553033889,32.770151,19.8,5206593,0.0
2015.0,4.0,150.22642811564947,-35.8043335,21.2,447692,0.0188679245283018
2015.0,1.0,-13.285824,8.488129,20.1,1135949,0.0
2014.0,7.0,-77.8580398,34.1254492,23.3,5206593,0.0
2014.0,5.0,-81.3931396,30.2946859,19.8,279668,0.0
2013.0,2.0,174.4387813,-36.8249997,22.9,411346,0.0
2012.0,12.0,-159.55876775017003,22.050466550000003,18.4,30661,0.0
2012.0,7.0,-113.955069,51.076288,12.2,1363159,0.0
2012.0,4.0,-82.1137049,26.440359,17.8,2136468,0.0566037735849056
2012.0,3.0,-80.65060425561052,28.68150735,16.3,279668,0.0377358490566037
2011.0,9.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2011.0,9.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2011.0,6.0,-86.4484336,16.3608168,24.2,1363041,0.0188679245283018
2010.0,7.0,-94.7933252,29.3056996,23.3,21580827,0.0566037735849056
2010.0,2.0,76.24243744599272,9.96377465,21.0,599821,0.0
2010.0,1.0,144.3598004,-38.1493084,22.1,447692,0.0
2022.0,7.0,-80.52662,28.45077,23.3,279668,0.0377358490566037
2022.0,2.0,121.961495,-33.830379,23.8,447692,0.0
2022.0,1.0,170.97264036518098,-45.1053227,20.0,411346,0.0
2022.0,1.0,115.3275614,-31.0067153,24.2,281135,0.0
2021.0,7.0,-77.7955907,34.2079917,23.3,5206593,0.0
2021.0,7.0,-82.731589,35.232996,23.3,5206593,0.0
2021.0,6.0,-81.417579,28.514603,21.8,279668,0.0
2021.0,4.0,30.9694876,-29.5866542,21.0,201851,0.0
2020.0,10.0,-122.941904,48.463065,11.6,1363159,0.0
2020.0,9.0,-80.5603303,28.0683496,23.3,279668,0.0377358490566037
2020.0,8.0,-77.57412315290213,34.46505775,23.8,5206593,0.0377358490566037
2020.0,7.0,-80.6102592,28.3194741,23.3,279668,0.0377358490566037
2020.0,6.0,-64.679527,18.347155,23.6,15137,0.0
2019.0,11.0,-117.5736037,33.3803575,14.1,21580827,0.0188679245283018
2019.0,5.0,178.12285193309967,-18.3911869,24.6,178339,0.8301886792452831
2019.0,2.0,-118.01402959047437,33.6976193,9.8,21580827,0.0377358490566037
2018.0,7.0,-80.38655100915688,25.12917345,23.3,2136468,0.0754716981132075
2018.0,6.0,153.6079901360164,-28.8429552,19.3,447692,0.0
2018.0,4.0,114.9859179,-33.976757,21.8,281135,0.0
2018.0,4.0,23.371219141913983,-34.080205,19.8,4430367,0.1132075471698113
2017.0,9.0,-97.3327459,32.753177,23.3,21580827,0.0
2017.0,9.0,137.8567153,34.7691864,23.3,37468302,0.0
2017.0,8.0,-0.1321222,39.7979847,18.0,6497124,0.0
2017.0,4.0,-81.0228331,29.2108147,17.8,279668,0.0377358490566037
2017.0,1.0,-82.731589,35.232996,16.3,5206593,0.0
2016.0,12.0,149.909846,-36.8882027,20.9,447692,0.0188679245283018
2016.0,6.0,-77.0580759,34.6554744,21.8,5206593,0.0
2016.0,6.0,115.7091824,-31.6897332,18.4,281135,0.0
2016.0,3.0,-80.03754,26.78506,16.3,279668,0.2452830188679245
2016.0,2.0,6.769298,52.294415,7.0,1131690,0.0
2016.0,1.0,-156.4431133209012,20.68256325,17.2,0,0.0
2015.0,10.0,7.409603,50.120037,13.0,119752,0.0
2015.0,9.0,-120.229162,34.474278,17.3,21580827,0.0
2015.0,7.0,153.4312097,-29.1174093,17.8,447692,0.0
2015.0,7.0,-118.0000166,33.6783336,17.3,21580827,0.0377358490566037
2015.0,6.0,-80.46341107493865,32.35187585,21.8,5206593,0.0
2015.0,1.0,-80.24648,25.701551,16.3,279668,0.0566037735849056
2014.0,10.0,-70.9073431224734,42.42180315,11.0,1363159,0.0
2014.0,5.0,11.480387158841468,48.78268135,14.3,5470,0.0
2014.0,4.0,-80.6102592,28.3194741,17.8,279668,0.0377358490566037
2014.0,1.0,-0.539695,52.397125,7.5,9046485,0.0
2013.0,8.0,-90.4309615,42.3225125,13.0,5206593,0.0
2013.0,5.0,-81.0557921,29.2854132,19.8,279668,0.0188679245283018
2013.0,5.0,55.22255864346492,-21.0571347,21.7,147209,0.0188679245283018
2013.0,4.0,-80.9271271,29.0258132,17.8,279668,0.0377358490566037
2012.0,10.0,-120.47076,34.663885,15.5,21580827,0.0
2012.0,6.0,142.995366,-38.6196293,16.3,447692,0.0
2012.0,4.0,-80.5662467,28.0914926,17.8,279668,0.0377358490566037
2012.0,3.0,173.855077,-39.453627,21.8,411346,0.0
2012.0,3.0,35.69086,27.351896,15.5,907062,0.0
2012.0,1.0,-75.61499318805444,24.3385,16.3,279668,0.0
2012.0,1.0,151.70594032820765,-33.014721300000005,23.6,447692,0.1509433962264151
2011.0,12.0,-80.0942087,26.9342246,17.8,279668,0.2452830188679245
2011.0,10.0,115.520527090648,-32.007009499999995,18.4,281135,0.0
2011.0,10.0,144.98416543893674,-37.889731,16.6,447692,0.0
2011.0,10.0,-80.52662,28.45077,21.8,279668,0.0377358490566037
2011.0,7.0,-75.92190229748437,35.1283086,23.3,5206593,0.0
2011.0,7.0,-75.5736766,9.8971118,27.5,1783490,0.0
2011.0,2.0,-83.8074003,33.8176114,15.8,5206593,0.0
2010.0,11.0,34.3698811,27.9296631,19.0,20076002,0.0
2010.0,11.0,34.3698811,27.9296631,19.0,20076002,0.0
2010.0,8.0,-80.83783,28.9491539,23.8,279668,0.0377358490566037
2021.0,9.0,-73.31060957489385,44.7877578,12.5,1363159,0.0
2021.0,8.0,-60.93605535048172,46.2950327,19.2,5723,0.0
2020.0,7.0,-77.93820542460928,35.280270650000006,23.3,5206593,0.0
2020.0,5.0,6.1238345,45.0179363,12.5,38897,0.0
2019.0,8.0,-81.3931396,30.2946859,23.8,279668,0.0
2019.0,5.0,-156.6919043,20.9481316,20.7,0,0.0
2019.0,5.0,55.2881932,-21.1677694,21.7,147209,0.0
2019.0,2.0,153.5963962,-28.6462405,25.3,447692,0.0
2018.0,9.0,177.33608248343887,-16.960727499999997,21.4,178339,0.0
2018.0,9.0,-81.3931396,30.2946859,23.3,279668,0.0
2018.0,9.0,148.956176,-20.351821,20.5,366862,0.1698113207547169
2018.0,8.0,-77.34016,26.75221,23.8,279668,0.0
2018.0,7.0,-81.4625919,30.6696818,23.3,279668,0.0
2018.0,4.0,24.832916,-34.171676,19.8,4430367,0.0188679245283018
2018.0,2.0,-90.1915172,42.1291881,5.0,5206593,0.0
2017.0,11.0,12.276247453903562,48.1532156,14.6,5470,0.0
2017.0,10.0,-76.537712,44.370297,11.0,1363159,0.0
2017.0,7.0,-1.2029747,50.594976,14.5,9046485,0.0
2016.0,12.0,152.52830043393635,-32.24447495,22.4,447692,0.0
2016.0,9.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2016.0,7.0,-81.5831421,24.6670875,23.3,2136468,0.0188679245283018
2016.0,7.0,107.06400184790972,20.7609394,27.2,4282738,0.0
2016.0,6.0,166.4586132,-22.3096866,21.4,197787,0.0
2016.0,5.0,-81.3949947924233,30.3194614,19.8,279668,0.0
2016.0,2.0,-68.46192,18.726485,17.3,3172152,0.0
2015.0,10.0,35.419416651059244,-23.80425795,18.8,1101771,0.0188679245283018
2015.0,9.0,7.896928,52.511084,14.5,1131690,0.0
2015.0,7.0,153.5878047,-28.7910334,17.8,447692,0.0
2015.0,3.0,-34.861013929644955,-8.030762150000001,30.1,4469585,0.0
2014.0,8.0,-80.9369983,29.0963729,23.8,279668,0.0377358490566037
2014.0,6.0,-80.330419,32.558715,21.8,5206593,0.0
2014.0,5.0,-80.9271271,29.0258132,19.8,279668,0.0377358490566037
2014.0,3.0,29.520781591695737,-31.64758075,21.9,201851,0.0566037735849056
2013.0,12.0,-80.6102592,28.3194741,17.8,279668,0.0377358490566037
2013.0,8.0,-70.95144250653058,41.77584135,23.8,1363159,0.0
2013.0,2.0,-156.683389,20.929578,16.7,0,0.0
2012.0,7.0,-77.43163,34.4901665,23.3,5206593,0.0377358490566037
2011.0,8.0,104.1047099,51.9747711,23.8,1520381,0.0
2011.0,3.0,152.7511891,-31.84016,23.9,447692,0.0
2011.0,1.0,125.3180998,43.8844201,16.3,3037862,0.0
2011.0,1.0,115.3488754,-33.644499,23.3,281135,0.0
2010.0,9.0,144.91496013194643,-37.8409176,15.1,447692,0.0
2010.0,9.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2010.0,7.0,-76.438491,37.456801,23.3,5206593,0.0
2010.0,2.0,151.3114565192589,-33.68273345,23.8,447692,0.0
2022.0,12.0,-170.6798276,-14.2801229,24.8,48526,0.0
2022.0,7.0,114.964111,-8.5008382,23.8,10516927,0.0
2022.0,4.0,-87.6893826,30.2711224,17.8,2136468,0.0
2021.0,12.0,131.66011,-13.52298,27.8,281135,0.0
2021.0,6.0,-71.56600007616348,41.1824652,21.8,5206593,0.0
2020.0,12.0,14.241523,53.09975,12.0,3552123,0.0
2020.0,4.0,72.81433,31.61044,16.4,1061412,0.0
2020.0,1.0,-75.4678084,35.5934472,16.3,5206593,0.0377358490566037
2019.0,12.0,168.2305268,-46.4387778,18.2,411346,0.0377358490566037
2019.0,11.0,27.8998573,-33.0191604,18.1,201851,0.0188679245283018
2019.0,9.0,-81.3878613,30.2730195,23.3,279668,0.0
2019.0,8.0,-81.17122907994889,19.3298691,25.3,34875,0.0
2019.0,7.0,-75.689295,35.215573,23.3,5206593,0.0
2019.0,4.0,152.1870489,-32.7165733,22.1,447692,0.0188679245283018
2018.0,7.0,-94.7933252,29.3056996,23.3,21580827,0.0566037735849056
2018.0,5.0,-0.303021,51.644837,11.0,9046485,0.0
2018.0,4.0,114.986177,-33.87526,21.8,281135,0.0
2018.0,3.0,144.3392211,-38.2273592,22.1,447692,0.0
2017.0,10.0,-80.0539253,26.8815475,21.8,279668,0.2452830188679245
2017.0,7.0,-80.7512616,32.1618488,23.3,5206593,0.0
2017.0,7.0,-1.366237,39.9479049,17.5,6497124,0.0
2017.0,3.0,-81.7761012,36.223089,16.3,5206593,0.0
2016.0,7.0,0.901645,52.218064,14.5,9046485,0.0
2016.0,2.0,-81.3048,19.3757,17.3,34875,0.0
2015.0,12.0,-15.454315,28.090787,15.6,232388,0.0
2015.0,12.0,-67.16356163496464,18.45776165,19.6,2454337,0.0
2015.0,10.0,-88.3504512,18.3535114,23.6,22964,0.0
2015.0,9.0,-88.23611,14.91944,26.0,1363041,0.0
2015.0,9.0,-81.4400884,30.4835724,23.3,279668,0.0
2015.0,7.0,-104.376832,32.174094,23.3,21580827,0.0
2015.0,6.0,-78.0827699,33.9046184,21.8,5206593,0.0
2014.0,7.0,-86.5976935,30.8402148,23.3,2136468,0.0
2014.0,5.0,-9.049311,53.273665,10.1,1201426,0.0
2013.0,8.0,-79.9406093,32.6549967,23.8,5206593,0.0
2013.0,4.0,152.7511891,-31.84016,22.4,447692,0.0
2013.0,3.0,6.6622015,51.462784,7.5,1131690,0.0
2013.0,1.0,152.93140931825064,-26.3181415,25.7,447692,0.0
2012.0,6.0,14.558609329061117,45.293082850000005,17.5,286491,0.0
2011.0,8.0,-97.1538796,28.0514053,23.8,21580827,0.0
2011.0,7.0,-7.5957822,33.5931914,19.3,1846661,0.0
2011.0,6.0,-63.2849139,10.6544136,25.7,544417,0.0
2011.0,5.0,-95.013821,29.568568,19.8,21580827,0.0566037735849056
2011.0,5.0,-80.19362,25.7741728,19.8,279668,0.0188679245283018
2010.0,8.0,114.98291068541668,-33.8654282,15.8,281135,0.0
2010.0,6.0,-81.655651,30.3321838,21.8,279668,0.0
2022.0,7.0,-5.5352463,50.1194794,14.5,34386,0.0
2022.0,3.0,-80.9271271,29.0258132,16.3,279668,0.0377358490566037
2021.0,12.0,-81.39849379360793,30.3442658,17.8,279668,0.0
2021.0,1.0,-156.31068331602177,20.802956799999997,17.2,0,0.0
2021.0,1.0,-80.6102592,28.3194741,16.3,279668,0.0377358490566037
2020.0,10.0,167.9653814,-29.1172411,19.3,197787,0.0566037735849056
2020.0,9.0,153.5701894,-28.3309421,18.1,447692,0.0
2020.0,9.0,-80.9828323,29.1760933,23.3,279668,0.0377358490566037
2020.0,6.0,153.576991,-28.274282,19.6,447692,0.0
2020.0,5.0,6.5671762,51.3255568,11.0,1131690,0.0
2019.0,10.0,-149.8549727,-17.5089089,19.6,136005,0.0
2019.0,8.0,-80.9271271,29.0258132,23.8,279668,0.0377358490566037
2019.0,7.0,26.9010924,-33.6011399,14.3,201851,0.0
2019.0,3.0,-80.2202114,27.2256486,16.3,279668,0.2452830188679245
2019.0,1.0,-122.65015900609458,45.53595555,6.7,21580827,0.0
2018.0,7.0,-73.1046727,40.6573198,23.3,5206593,0.0
2018.0,7.0,-78.8900409,33.6956461,23.3,5206593,0.0
2018.0,6.0,44.25708,13.35083,26.1,2779317,0.0
2018.0,6.0,-103.5538124,18.4546571,23.6,21580827,0.0
2018.0,6.0,-34.91544497000476,-8.17337955,24.6,4469585,0.0
2018.0,5.0,27.888413,-32.995213,18.1,201851,0.0188679245283018
2017.0,11.0,-80.0077420155697,22.4168489,20.4,2136468,0.0
2017.0,10.0,-158.046774,21.305153,22.7,30661,0.2075471698113207
2017.0,5.0,153.4312097,-29.1174093,21.3,447692,0.0
2017.0,1.0,114.964111,-8.5008382,30.8,10516927,0.0
2016.0,10.0,153.61384702088105,-28.70170575,19.3,447692,0.0
2016.0,9.0,-124.082313,40.835895,15.2,21580827,0.0
2016.0,5.0,-80.3975399,27.6387163,19.8,279668,0.0
2015.0,12.0,-72.4834223,41.2748217,17.8,5206593,0.0
2015.0,7.0,-80.3102893797919,32.50739515,23.3,5206593,0.0
2015.0,5.0,152.55563291506522,-32.0176315,20.4,447692,0.0
2015.0,1.0,27.9418354,-32.9887911,21.6,201851,0.0188679245283018
2015.0,1.0,28.1187685,-32.8264078,21.6,201851,0.0188679245283018
2014.0,3.0,153.5878047,-28.7910334,24.8,447692,0.0
2014.0,1.0,167.88213801660544,-46.986719699999995,19.4,411346,0.0566037735849056
2013.0,7.0,-87.6893826,30.2711224,23.3,2136468,0.0
2013.0,6.0,-74.180857,41.320776,21.8,5206593,0.0
2012.0,7.0,10.13778793977087,53.5151298,14.5,3552123,0.0
2012.0,1.0,-156.9029492509114,20.830544099999997,17.2,0,0.0
2011.0,8.0,-149.2629534,-17.8495988,17.6,136005,0.0
2011.0,6.0,-80.9271271,29.0258132,21.8,279668,0.0377358490566037
2011.0,5.0,-95.568451,29.051386,19.8,21580827,0.0188679245283018
2011.0,4.0,121.629116,25.100385,20.5,2705791,0.0
2010.0,12.0,177.5077794,-18.1381611,26.6,178339,0.0
2010.0,10.0,11.2555757,43.7698712,17.8,4465,0.0
2010.0,8.0,-77.394647,25.039728,23.8,279668,0.0
2010.0,5.0,-82.75677,28.14612,19.8,2136468,0.0566037735849056
2010.0,4.0,26.9010924,-33.6011399,19.8,201851,0.0
2010.0,3.0,145.1773289,-38.3375798,22.1,447692,0.0
2022.0,8.0,-78.8900409,33.6956461,23.8,5206593,0.0
2021.0,8.0,-80.9271271,29.0258132,23.8,279668,0.0377358490566037
2021.0,6.0,114.96205,-29.7826764,19.0,281135,0.0
2021.0,6.0,-80.83783,28.9491539,21.8,279668,0.0377358490566037
2020.0,12.0,122.2136937,-17.9328115,26.6,281135,0.0
2020.0,11.0,-156.31068331602177,20.802956799999997,20.7,0,0.0
2020.0,8.0,-124.0730866,40.0304212,16.0,21580827,0.0188679245283018
2020.0,8.0,-80.9271271,29.0258132,23.8,279668,0.0377358490566037
2020.0,7.0,-87.62460710389821,30.2828398,23.3,2136468,0.0
2019.0,11.0,9.200036,50.200404,11.0,119752,0.0
2019.0,10.0,-80.3256056,27.4467056,21.8,279668,0.0
2019.0,10.0,-77.7644529,43.3408935,11.0,1363159,0.0
2019.0,9.0,-156.44711701440357,20.7442225,24.2,0,0.0
2019.0,8.0,-77.014699,-12.206631,16.4,10390607,0.0
2019.0,4.0,-101.328273,38.309137,17.8,21580827,0.0
2018.0,11.0,153.59489999931168,-28.8628884,21.3,447692,0.0
2018.0,9.0,-123.8997734,40.5997415,15.2,21580827,0.0
2018.0,8.0,-70.0378159644203,42.02022415,13.0,1363159,0.1509433962264151
2018.0,7.0,-81.4625919,30.6696818,23.3,279668,0.0
2018.0,6.0,-74.180857,41.320776,21.8,5206593,0.0
2017.0,9.0,-80.9271271,29.0258132,23.3,279668,0.0377358490566037
2016.0,10.0,0.901645,52.218064,13.0,9046485,0.0
2016.0,4.0,-143.568626,-16.6205914,23.9,136005,0.0
2016.0,3.0,-118.0475619,33.6950185,10.3,21580827,0.0377358490566037
2016.0,2.0,12.1840764,32.8886298,15.1,1157746,0.0
2015.0,12.0,-158.107312,21.340349,18.7,30661,0.2075471698113207
2015.0,7.0,115.743852,-33.283227,16.6,281135,0.0
2015.0,7.0,-74.0259399,40.6292647,23.3,5206593,0.0188679245283018
2015.0,6.0,-75.4678084,35.5934472,21.8,5206593,0.0377358490566037
2015.0,6.0,-80.1433786,26.1223084,21.8,279668,0.0188679245283018
2014.0,12.0,-3.518433,36.749152,13.8,34733,0.0
2014.0,11.0,-80.59173985965718,28.1561668,19.8,279668,0.0377358490566037
2014.0,9.0,-149.896749,-17.492716,18.4,136005,0.0
2014.0,9.0,-70.5392325,41.9265837,23.3,1363159,0.0566037735849056
2014.0,4.0,9.185893,50.911597,9.0,119752,0.0
2013.0,12.0,-156.44129,20.64644,18.7,0,0.0
2013.0,9.0,-80.5606622,32.3868607,23.3,5206593,0.0
2013.0,7.0,3.162514,42.110402,16.9,22614,0.0
2012.0,12.0,-70.980657,44.814809,7.0,1363159,0.0
2012.0,7.0,134.2098635,-32.7977727,16.6,447692,0.0
2012.0,6.0,151.70594032820765,-33.014721300000005,18.1,447692,0.1509433962264151
